transaction_id,date,product_id,product_name,category,region,units_sold,unit_price,revenue,cost,profit,marketing_spend,customer_id,customer_segment,churn_risk
TX-12658,2026-02-01,PROD-106,Automated ETL Pipeline,Cloud Services,West,1,2900,2756.67,700,2056.67,304.04,CUST-441,High-Value Enterprise,Low
TX-12659,2026-02-02,PROD-106,Automated ETL Pipeline,Cloud Services,North,1,2900,2797.52,700,2097.52,248.4,CUST-910,High-Value Enterprise,Low
TX-12660,2026-02-02,PROD-101,Stratos Enterprise Suite,Cloud Services,East,1,4500,4567.58,1200,3367.58,517.1,CUST-535,High-Value Enterprise,Medium
TX-12661,2026-02-02,PROD-101,Stratos Enterprise Suite,Cloud Services,North,2,4500,9444.21,2400,7044.21,1120.62,CUST-295,New Startup,Low
TX-12662,2026-02-02,PROD-103,Legacy Data Server V1,Hardware,North,1,3100,3160.02,2200,960.02,381.34,CUST-931,Growth SMB,High
TX-12663,2026-02-02,PROD-106,Automated ETL Pipeline,Cloud Services,West,1,2900,2852.0,700,2152.0,283.68,CUST-546,Growth SMB,Medium
TX-12664,2026-02-03,PROD-101,Stratos Enterprise Suite,Cloud Services,EMEA,4,4500,18429.11,4800,13629.11,2474.08,CUST-617,Growth SMB,Low
TX-12665,2026-02-03,PROD-105,Strategic BI Advisory,Advisory,West,1,12000,12468.47,4500,7968.47,1642.01,CUST-402,High-Value Enterprise,Medium
TX-12666,2026-02-03,PROD-104,Smart Edge Gateway,Hardware,West,1,1800,1734.54,950,784.54,197.3,CUST-195,High-Value Enterprise,Low
TX-12667,2026-02-04,PROD-104,Smart Edge Gateway,Hardware,North,2,1800,3436.31,1900,1536.31,395.74,CUST-152,High-Value Enterprise,Medium
TX-12668,2026-02-04,PROD-105,Strategic BI Advisory,Advisory,West,1,12000,12203.48,4500,7703.48,1570.91,CUST-450,New Startup,Low
TX-12669,2026-02-04,PROD-105,Strategic BI Advisory,Advisory,East,1,12000,12591.49,4500,8091.49,1482.38,CUST-895,High-Value Enterprise,Medium
TX-12670,2026-02-04,PROD-106,Automated ETL Pipeline,Cloud Services,South,2,2900,5915.18,1400,4515.18,787.94,CUST-616,New Startup,Medium
TX-12671,2026-02-04,PROD-105,Strategic BI Advisory,Advisory,South,1,12000,11703.48,4500,7203.48,1486.07,CUST-627,High-Value Enterprise,Low
TX-12672,2026-02-05,PROD-101,Stratos Enterprise Suite,Cloud Services,West,1,4500,4412.17,1200,3212.17,471.66,CUST-429,At-Risk Midmarket,High
TX-12673,2026-02-05,PROD-102,AI Analytics Engine Pro,Enterprise AI,EMEA,2,8200,16868.76,4200,12668.76,1575.89,CUST-558,At-Risk Midmarket,High
TX-12674,2026-02-05,PROD-102,AI Analytics Engine Pro,Enterprise AI,West,1,8200,7962.29,2100,5862.29,710.77,CUST-889,Growth SMB,Medium
TX-12675,2026-02-05,PROD-105,Strategic BI Advisory,Advisory,West,1,12000,12038.86,4500,7538.86,1679.16,CUST-847,Growth SMB,Low
TX-12676,2026-02-05,PROD-104,Smart Edge Gateway,Hardware,West,1,1800,1866.62,950,916.62,173.81,CUST-906,New Startup,Medium
TX-12677,2026-02-06,PROD-105,Strategic BI Advisory,Advisory,APAC,1,12000,12187.64,4500,7687.64,1260.55,CUST-630,New Startup,Medium
TX-12678,2026-02-06,PROD-102,AI Analytics Engine Pro,Enterprise AI,West,2,8200,16613.59,4200,12413.59,1764.27,CUST-905,Growth SMB,Low
TX-12679,2026-02-06,PROD-106,Automated ETL Pipeline,Cloud Services,West,1,2900,3022.91,700,2322.91,395.77,CUST-681,High-Value Enterprise,Low
TX-12680,2026-02-07,PROD-104,Smart Edge Gateway,Hardware,East,4,1800,7071.69,3800,3271.69,708.07,CUST-434,High-Value Enterprise,Low
TX-12681,2026-02-07,PROD-103,Legacy Data Server V1,Hardware,South,1,3100,3081.55,2200,881.55,297.25,CUST-219,At-Risk Midmarket,High
TX-12682,2026-02-07,PROD-102,AI Analytics Engine Pro,Enterprise AI,West,1,8200,8350.69,2100,6250.69,1058.66,CUST-405,High-Value Enterprise,Low
TX-12683,2026-02-07,PROD-103,Legacy Data Server V1,Hardware,East,2,3100,6268.09,4400,1868.09,719.51,CUST-232,High-Value Enterprise,Medium
TX-12684,2026-02-07,PROD-101,Stratos Enterprise Suite,Cloud Services,South,1,4500,4312.06,1200,3112.06,411.67,CUST-239,Growth SMB,Medium
TX-12685,2026-02-07,PROD-102,AI Analytics Engine Pro,Enterprise AI,West,1,8200,8167.01,2100,6067.01,800.0,CUST-915,Growth SMB,Low
TX-12686,2026-02-08,PROD-105,Strategic BI Advisory,Advisory,North,1,12000,12110.42,4500,7610.42,1102.32,CUST-559,High-Value Enterprise,Low
TX-12687,2026-02-08,PROD-103,Legacy Data Server V1,Hardware,North,1,3100,3192.17,2200,992.17,267.1,CUST-797,At-Risk Midmarket,High
TX-12688,2026-02-08,PROD-106,Automated ETL Pipeline,Cloud Services,EMEA,4,2900,11625.3,2800,8825.3,1286.05,CUST-274,High-Value Enterprise,Low
TX-12689,2026-02-08,PROD-106,Automated ETL Pipeline,Cloud Services,South,1,2900,2891.93,700,2191.93,321.02,CUST-299,At-Risk Midmarket,High
TX-12690,2026-02-08,PROD-104,Smart Edge Gateway,Hardware,West,1,1800,1730.95,950,780.95,185.93,CUST-823,High-Value Enterprise,Low
TX-12691,2026-02-09,PROD-103,Legacy Data Server V1,Hardware,West,1,3100,3178.69,2200,978.69,422.39,CUST-422,At-Risk Midmarket,High
TX-12692,2026-02-09,PROD-105,Strategic BI Advisory,Advisory,South,1,12000,12076.73,4500,7576.73,1259.11,CUST-822,New Startup,Low
TX-12693,2026-02-09,PROD-105,Strategic BI Advisory,Advisory,West,1,12000,11861.48,4500,7361.48,1165.1,CUST-616,Growth SMB,Low
TX-12694,2026-02-09,PROD-101,Stratos Enterprise Suite,Cloud Services,South,4,4500,18817.89,4800,14017.89,2379.5,CUST-493,Growth SMB,Medium
TX-12695,2026-02-09,PROD-105,Strategic BI Advisory,Advisory,APAC,1,12000,12505.94,4500,8005.94,1057.3,CUST-515,High-Value Enterprise,Low
TX-12696,2026-02-09,PROD-105,Strategic BI Advisory,Advisory,EMEA,1,12000,12068.7,4500,7568.7,1230.92,CUST-927,At-Risk Midmarket,High
TX-12697,2026-02-10,PROD-101,Stratos Enterprise Suite,Cloud Services,Central,2,4500,9266.59,2400,6866.59,777.09,CUST-813,Growth SMB,Low
TX-12698,2026-02-10,PROD-106,Automated ETL Pipeline,Cloud Services,East,2,2900,5681.56,1400,4281.56,459.94,CUST-629,High-Value Enterprise,Low
TX-12699,2026-02-10,PROD-102,AI Analytics Engine Pro,Enterprise AI,West,2,8200,16874.89,4200,12674.89,1440.35,CUST-224,High-Value Enterprise,Low
TX-12700,2026-02-10,PROD-105,Strategic BI Advisory,Advisory,East,4,12000,47606.92,18000,29606.92,4772.02,CUST-418,High-Value Enterprise,Medium
TX-12701,2026-02-10,PROD-101,Stratos Enterprise Suite,Cloud Services,South,2,4500,9360.8,2400,6960.8,828.34,CUST-330,New Startup,Low
TX-12702,2026-02-10,PROD-101,Stratos Enterprise Suite,Cloud Services,EMEA,8,4500,34224.91,9600,24624.91,2760.69,CUST-869,High-Value Enterprise,Low
TX-12703,2026-02-11,PROD-104,Smart Edge Gateway,Hardware,Central,1,1800,1799.81,950,849.81,227.77,CUST-864,High-Value Enterprise,Low
TX-12704,2026-02-11,PROD-104,Smart Edge Gateway,Hardware,EMEA,2,1800,3566.82,1900,1666.82,360.97,CUST-829,Growth SMB,Low
TX-12705,2026-02-11,PROD-104,Smart Edge Gateway,Hardware,EMEA,5,1800,9311.65,4750,4561.65,1250.77,CUST-660,At-Risk Midmarket,High
TX-12706,2026-02-11,PROD-105,Strategic BI Advisory,Advisory,North,1,12000,11411.87,4500,6911.87,1464.14,CUST-508,At-Risk Midmarket,High
TX-12707,2026-02-11,PROD-104,Smart Edge Gateway,Hardware,West,2,1800,3529.87,1900,1629.87,451.09,CUST-280,New Startup,Low
TX-12708,2026-02-11,PROD-103,Legacy Data Server V1,Hardware,North,1,3100,3147.57,2200,947.57,340.77,CUST-865,Growth SMB,Low
TX-12709,2026-02-12,PROD-104,Smart Edge Gateway,Hardware,North,1,1800,1806.41,950,856.41,252.05,CUST-572,At-Risk Midmarket,High
TX-12710,2026-02-12,PROD-101,Stratos Enterprise Suite,Cloud Services,West,1,4500,4560.27,1200,3360.27,443.31,CUST-499,Growth SMB,Low
TX-12711,2026-02-12,PROD-106,Automated ETL Pipeline,Cloud Services,Central,1,2900,2802.07,700,2102.07,258.75,CUST-531,High-Value Enterprise,Medium
TX-12712,2026-02-12,PROD-102,AI Analytics Engine Pro,Enterprise AI,North,1,8200,8176.57,2100,6076.57,687.66,CUST-402,At-Risk Midmarket,High
TX-12713,2026-02-13,PROD-104,Smart Edge Gateway,Hardware,North,2,1800,3654.59,1900,1754.59,343.77,CUST-635,Growth SMB,Low
TX-12714,2026-02-13,PROD-103,Legacy Data Server V1,Hardware,East,1,3100,3038.94,2200,838.94,262.83,CUST-775,High-Value Enterprise,High
TX-12715,2026-02-13,PROD-103,Legacy Data Server V1,Hardware,West,1,3100,3080.04,2200,880.04,359.02,CUST-143,At-Risk Midmarket,High
TX-12716,2026-02-13,PROD-104,Smart Edge Gateway,Hardware,West,1,1800,1835.16,950,885.16,226.62,CUST-977,At-Risk Midmarket,High
TX-12717,2026-02-13,PROD-101,Stratos Enterprise Suite,Cloud Services,EMEA,1,4500,4666.25,1200,3466.25,636.99,CUST-569,High-Value Enterprise,Low
TX-12718,2026-02-13,PROD-103,Legacy Data Server V1,Hardware,East,2,3100,6439.75,4400,2039.75,761.66,CUST-353,High-Value Enterprise,Low
TX-12719,2026-02-13,PROD-106,Automated ETL Pipeline,Cloud Services,East,2,2900,5604.57,1400,4204.57,705.23,CUST-681,New Startup,Low
TX-12720,2026-02-14,PROD-105,Strategic BI Advisory,Advisory,West,1,12000,11665.1,4500,7165.1,1402.28,CUST-993,New Startup,Low
TX-12721,2026-02-14,PROD-106,Automated ETL Pipeline,Cloud Services,South,1,2900,2928.07,700,2228.07,283.58,CUST-710,High-Value Enterprise,Low
TX-12722,2026-02-14,PROD-104,Smart Edge Gateway,Hardware,North,1,1800,1858.88,950,908.88,169.57,CUST-493,Growth SMB,Low
TX-12723,2026-02-14,PROD-106,Automated ETL Pipeline,Cloud Services,APAC,2,2900,5921.32,1400,4521.32,562.06,CUST-379,Growth SMB,Low
TX-12724,2026-02-14,PROD-104,Smart Edge Gateway,Hardware,South,2,1800,3541.88,1900,1641.88,325.21,CUST-224,High-Value Enterprise,Low
TX-12725,2026-02-14,PROD-101,Stratos Enterprise Suite,Cloud Services,South,2,4500,8774.84,2400,6374.84,746.46,CUST-576,New Startup,Medium
TX-12726,2026-02-15,PROD-103,Legacy Data Server V1,Hardware,Central,1,3100,3197.51,2200,997.51,375.43,CUST-833,High-Value Enterprise,Low
TX-12727,2026-02-15,PROD-101,Stratos Enterprise Suite,Cloud Services,Central,5,4500,22971.55,6000,16971.55,2889.74,CUST-615,High-Value Enterprise,Medium
TX-12728,2026-02-15,PROD-106,Automated ETL Pipeline,Cloud Services,North,1,2900,2873.45,700,2173.45,341.6,CUST-308,Growth SMB,Medium
TX-12729,2026-02-16,PROD-104,Smart Edge Gateway,Hardware,West,1,1800,1773.15,950,823.15,150.75,CUST-851,High-Value Enterprise,Medium
TX-12730,2026-02-16,PROD-102,AI Analytics Engine Pro,Enterprise AI,Central,1,8200,8020.65,2100,5920.65,889.97,CUST-455,High-Value Enterprise,Low
TX-12731,2026-02-16,PROD-104,Smart Edge Gateway,Hardware,South,5,1800,9261.7,4750,4511.7,829.47,CUST-229,New Startup,Medium
TX-12732,2026-02-16,PROD-101,Stratos Enterprise Suite,Cloud Services,East,2,4500,8799.28,2400,6399.28,820.77,CUST-925,High-Value Enterprise,Low
TX-12733,2026-02-17,PROD-101,Stratos Enterprise Suite,Cloud Services,EMEA,4,4500,18430.22,4800,13630.22,1564.98,CUST-192,New Startup,Low
TX-12734,2026-02-17,PROD-104,Smart Edge Gateway,Hardware,West,2,1800,3673.67,1900,1773.67,479.47,CUST-986,High-Value Enterprise,Low
TX-12735,2026-02-17,PROD-105,Strategic BI Advisory,Advisory,East,1,12000,12515.81,4500,8015.81,1559.88,CUST-565,Growth SMB,Low
TX-12736,2026-02-18,PROD-102,AI Analytics Engine Pro,Enterprise AI,North,2,8200,15781.37,4200,11581.37,1753.21,CUST-542,Growth SMB,Low
TX-12737,2026-02-18,PROD-102,AI Analytics Engine Pro,Enterprise AI,West,1,8200,8237.94,2100,6137.94,689.59,CUST-267,High-Value Enterprise,Low
TX-12738,2026-02-18,PROD-103,Legacy Data Server V1,Hardware,West,1,3100,3182.12,2200,982.12,349.93,CUST-729,Growth SMB,High
TX-12739,2026-02-18,PROD-106,Automated ETL Pipeline,Cloud Services,West,5,2900,14611.82,3500,11111.82,1244.58,CUST-665,At-Risk Midmarket,High
TX-12740,2026-02-19,PROD-102,AI Analytics Engine Pro,Enterprise AI,APAC,2,8200,16875.87,4200,12675.87,1577.41,CUST-263,High-Value Enterprise,Low
TX-12741,2026-02-19,PROD-105,Strategic BI Advisory,Advisory,East,1,12000,11602.5,4500,7102.5,1511.54,CUST-660,Growth SMB,Medium
TX-12742,2026-02-19,PROD-103,Legacy Data Server V1,Hardware,South,2,3100,6112.64,4400,1712.64,533.87,CUST-768,At-Risk Midmarket,High
TX-12743,2026-02-19,PROD-106,Automated ETL Pipeline,Cloud Services,APAC,1,2900,2910.67,700,2210.67,346.14,CUST-176,New Startup,Low
TX-12744,2026-02-20,PROD-104,Smart Edge Gateway,Hardware,South,1,1800,1773.06,950,823.06,151.6,CUST-407,High-Value Enterprise,Medium
TX-12745,2026-02-20,PROD-105,Strategic BI Advisory,Advisory,APAC,1,12000,11560.9,4500,7060.9,1058.8,CUST-310,At-Risk Midmarket,High
TX-12746,2026-02-20,PROD-102,AI Analytics Engine Pro,Enterprise AI,East,1,8200,8527.36,2100,6427.36,815.56,CUST-717,High-Value Enterprise,Low
TX-12747,2026-02-20,PROD-106,Automated ETL Pipeline,Cloud Services,APAC,1,2900,2871.97,700,2171.97,397.88,CUST-800,New Startup,Low
TX-12748,2026-02-20,PROD-104,Smart Edge Gateway,Hardware,East,4,1800,7186.22,3800,3386.22,721.62,CUST-468,Growth SMB,Medium
TX-12749,2026-02-20,PROD-105,Strategic BI Advisory,Advisory,South,1,12000,12524.12,4500,8024.12,1470.36,CUST-829,At-Risk Midmarket,High
TX-12750,2026-02-20,PROD-103,Legacy Data Server V1,Hardware,North,1,3100,3174.63,2200,974.63,402.25,CUST-290,Growth SMB,Low
TX-12751,2026-02-21,PROD-102,AI Analytics Engine Pro,Enterprise AI,East,1,8200,7935.98,2100,5835.98,671.81,CUST-835,Growth SMB,Medium
TX-12752,2026-02-21,PROD-101,Stratos Enterprise Suite,Cloud Services,North,2,4500,8794.49,2400,6394.49,825.98,CUST-196,High-Value Enterprise,Medium
TX-12753,2026-02-21,PROD-102,AI Analytics Engine Pro,Enterprise AI,South,1,8200,8312.95,2100,6212.95,902.99,CUST-246,At-Risk Midmarket,High
TX-12754,2026-02-21,PROD-103,Legacy Data Server V1,Hardware,South,1,3100,3225.0,2200,1025.0,353.04,CUST-342,At-Risk Midmarket,High
TX-12755,2026-02-21,PROD-102,AI Analytics Engine Pro,Enterprise AI,West,1,8200,7977.19,2100,5877.19,695.64,CUST-539,High-Value Enterprise,Low
TX-12756,2026-02-21,PROD-104,Smart Edge Gateway,Hardware,North,2,1800,3487.64,1900,1587.64,397.31,CUST-232,New Startup,Low
TX-12757,2026-02-21,PROD-102,AI Analytics Engine Pro,Enterprise AI,North,1,8200,8198.82,2100,6098.82,837.95,CUST-207,High-Value Enterprise,Low
TX-12758,2026-02-22,PROD-104,Smart Edge Gateway,Hardware,West,4,1800,7536.39,3800,3736.39,902.08,CUST-225,Growth SMB,Low
TX-12759,2026-02-22,PROD-103,Legacy Data Server V1,Hardware,East,1,3100,3244.98,2200,1044.98,278.5,CUST-394,New Startup,High
TX-12760,2026-02-22,PROD-105,Strategic BI Advisory,Advisory,South,1,12000,11586.9,4500,7086.9,1030.6,CUST-652,New Startup,Low
TX-12761,2026-02-22,PROD-104,Smart Edge Gateway,Hardware,East,2,1800,3687.66,1900,1787.66,426.86,CUST-678,Growth SMB,Low
TX-12762,2026-02-23,PROD-106,Automated ETL Pipeline,Cloud Services,Central,1,2900,2809.46,700,2109.46,350.52,CUST-668,High-Value Enterprise,Low
TX-12763,2026-02-23,PROD-101,Stratos Enterprise Suite,Cloud Services,South,2,4500,9072.48,2400,6672.48,792.91,CUST-273,Growth SMB,Low
TX-12764,2026-02-23,PROD-101,Stratos Enterprise Suite,Cloud Services,East,1,4500,4654.73,1200,3454.73,629.51,CUST-854,New Startup,Low
TX-12765,2026-02-23,PROD-106,Automated ETL Pipeline,Cloud Services,South,2,2900,5908.93,1400,4508.93,754.36,CUST-917,High-Value Enterprise,Medium
TX-12766,2026-02-24,PROD-101,Stratos Enterprise Suite,Cloud Services,APAC,1,4500,4594.73,1200,3394.73,425.63,CUST-419,At-Risk Midmarket,High
TX-12767,2026-02-24,PROD-105,Strategic BI Advisory,Advisory,APAC,1,12000,12066.59,4500,7566.59,1177.32,CUST-263,At-Risk Midmarket,High
TX-12768,2026-02-24,PROD-101,Stratos Enterprise Suite,Cloud Services,East,1,4500,4360.8,1200,3160.8,562.81,CUST-895,High-Value Enterprise,Medium
TX-12769,2026-02-24,PROD-104,Smart Edge Gateway,Hardware,West,1,1800,1727.91,950,777.91,222.93,CUST-252,At-Risk Midmarket,High
TX-12770,2026-02-24,PROD-103,Legacy Data Server V1,Hardware,East,1,3100,3067.39,2200,867.39,340.83,CUST-320,High-Value Enterprise,High
TX-12771,2026-02-24,PROD-104,Smart Edge Gateway,Hardware,Central,1,1800,1774.52,950,824.52,166.79,CUST-864,At-Risk Midmarket,High
TX-12772,2026-02-25,PROD-106,Automated ETL Pipeline,Cloud Services,West,1,2900,2807.9,700,2107.9,306.82,CUST-624,High-Value Enterprise,Low
TX-12773,2026-02-25,PROD-106,Automated ETL Pipeline,Cloud Services,North,2,2900,6001.83,1400,4601.83,688.26,CUST-124,At-Risk Midmarket,High
TX-12774,2026-02-25,PROD-101,Stratos Enterprise Suite,Cloud Services,South,1,4500,4653.9,1200,3453.9,406.25,CUST-667,Growth SMB,Medium
TX-12775,2026-02-25,PROD-101,Stratos Enterprise Suite,Cloud Services,East,1,4500,4451.96,1200,3251.96,574.55,CUST-891,New Startup,Low
TX-12776,2026-02-25,PROD-104,Smart Edge Gateway,Hardware,EMEA,1,1800,1861.73,950,911.73,256.92,CUST-179,Growth SMB,Low
TX-12777,2026-02-25,PROD-104,Smart Edge Gateway,Hardware,Central,4,1800,7129.17,3800,3329.17,747.1,CUST-573,Growth SMB,Low
TX-12778,2026-02-26,PROD-106,Automated ETL Pipeline,Cloud Services,East,1,2900,2969.23,700,2269.23,347.75,CUST-974,Growth SMB,Low
TX-12779,2026-02-26,PROD-102,AI Analytics Engine Pro,Enterprise AI,North,4,8200,33961.17,8400,25561.17,4670.11,CUST-742,Growth SMB,Medium
TX-12780,2026-02-26,PROD-103,Legacy Data Server V1,Hardware,East,1,3100,3190.09,2200,990.09,409.27,CUST-998,High-Value Enterprise,High
TX-12781,2026-02-26,PROD-103,Legacy Data Server V1,Hardware,South,1,3100,3253.98,2200,1053.98,429.92,CUST-845,At-Risk Midmarket,High
TX-12782,2026-02-27,PROD-104,Smart Edge Gateway,Hardware,West,2,1800,3753.3,1900,1853.3,474.53,CUST-132,At-Risk Midmarket,High
TX-12783,2026-02-27,PROD-103,Legacy Data Server V1,Hardware,APAC,1,3100,3070.94,2200,870.94,396.41,CUST-568,Growth SMB,Medium
TX-12784,2026-02-27,PROD-103,Legacy Data Server V1,Hardware,East,1,3100,3147.21,2200,947.21,420.28,CUST-853,High-Value Enterprise,Medium
TX-12785,2026-02-27,PROD-102,AI Analytics Engine Pro,Enterprise AI,East,1,8200,8009.4,2100,5909.4,704.42,CUST-658,New Startup,Medium
TX-12786,2026-02-27,PROD-101,Stratos Enterprise Suite,Cloud Services,North,2,4500,9400.12,2400,7000.12,932.61,CUST-976,High-Value Enterprise,Medium
TX-12787,2026-02-28,PROD-106,Automated ETL Pipeline,Cloud Services,East,8,2900,24137.18,5600,18537.18,2169.72,CUST-436,Growth SMB,Low
TX-12788,2026-02-28,PROD-106,Automated ETL Pipeline,Cloud Services,East,1,2900,2865.9,700,2165.9,296.97,CUST-803,High-Value Enterprise,Low
TX-12789,2026-02-28,PROD-102,AI Analytics Engine Pro,Enterprise AI,Central,1,8200,8305.57,2100,6205.57,1068.1,CUST-404,High-Value Enterprise,Low
TX-12790,2026-02-28,PROD-102,AI Analytics Engine Pro,Enterprise AI,West,1,8200,7826.4,2100,5726.4,799.45,CUST-356,Growth SMB,Low
TX-12791,2026-02-28,PROD-104,Smart Edge Gateway,Hardware,Central,4,1800,7302.23,3800,3502.23,834.58,CUST-450,Growth SMB,Low
TX-12792,2026-02-28,PROD-105,Strategic BI Advisory,Advisory,East,2,12000,25026.77,9000,16026.77,3291.14,CUST-663,At-Risk Midmarket,High
TX-12793,2026-02-28,PROD-101,Stratos Enterprise Suite,Cloud Services,EMEA,1,4500,4512.11,1200,3312.11,507.81,CUST-418,High-Value Enterprise,Low
TX-12794,2026-03-01,PROD-104,Smart Edge Gateway,Hardware,APAC,8,1800,14215.41,7600,6615.41,1277.81,CUST-886,Growth SMB,Medium
TX-12795,2026-03-01,PROD-102,AI Analytics Engine Pro,Enterprise AI,East,1,8200,8599.64,2100,6499.64,1128.39,CUST-846,High-Value Enterprise,Medium
TX-12796,2026-03-01,PROD-103,Legacy Data Server V1,Hardware,South,1,3100,3155.76,2200,955.76,308.49,CUST-928,At-Risk Midmarket,High
TX-12797,2026-03-02,PROD-105,Strategic BI Advisory,Advisory,East,1,12000,11736.35,4500,7236.35,1562.22,CUST-427,At-Risk Midmarket,High
TX-12798,2026-03-02,PROD-106,Automated ETL Pipeline,Cloud Services,APAC,1,2900,2862.2,700,2162.2,273.16,CUST-465,New Startup,Low
TX-12799,2026-03-02,PROD-101,Stratos Enterprise Suite,Cloud Services,EMEA,3,4500,13234.49,3600,9634.49,1254.88,CUST-265,Growth SMB,Low
TX-12800,2026-03-02,PROD-101,Stratos Enterprise Suite,Cloud Services,North,1,4500,4407.23,1200,3207.23,425.61,CUST-535,High-Value Enterprise,Medium
TX-12801,2026-03-02,PROD-101,Stratos Enterprise Suite,Cloud Services,East,3,4500,12851.91,3600,9251.91,1526.39,CUST-662,New Startup,Low
TX-12802,2026-03-03,PROD-101,Stratos Enterprise Suite,Cloud Services,North,1,4500,4670.66,1200,3470.66,498.95,CUST-593,High-Value Enterprise,Low
TX-12803,2026-03-03,PROD-103,Legacy Data Server V1,Hardware,North,1,3100,3142.0,2200,942.0,328.94,CUST-911,Growth SMB,High
TX-12804,2026-03-03,PROD-101,Stratos Enterprise Suite,Cloud Services,EMEA,1,4500,4322.72,1200,3122.72,562.12,CUST-520,Growth SMB,Low
TX-12805,2026-03-03,PROD-105,Strategic BI Advisory,Advisory,West,1,12000,12340.37,4500,7840.37,1080.31,CUST-787,New Startup,Medium
TX-12806,2026-03-03,PROD-106,Automated ETL Pipeline,Cloud Services,North,6,2900,17243.94,4200,13043.94,1390.79,CUST-636,At-Risk Midmarket,High
TX-12807,2026-03-03,PROD-105,Strategic BI Advisory,Advisory,East,1,12000,12469.16,4500,7969.16,1323.47,CUST-828,At-Risk Midmarket,High
TX-12808,2026-03-03,PROD-101,Stratos Enterprise Suite,Cloud Services,West,4,4500,18819.12,4800,14019.12,1808.79,CUST-837,High-Value Enterprise,Low
TX-12809,2026-03-04,PROD-104,Smart Edge Gateway,Hardware,East,1,1800,1867.12,950,917.12,154.12,CUST-183,Growth SMB,Low
TX-12810,2026-03-04,PROD-105,Strategic BI Advisory,Advisory,West,1,12000,11731.79,4500,7231.79,973.81,CUST-927,Growth SMB,Low
TX-12811,2026-03-04,PROD-102,AI Analytics Engine Pro,Enterprise AI,West,1,8200,8236.78,2100,6136.78,1140.18,CUST-482,Growth SMB,Low
TX-12812,2026-03-04,PROD-102,AI Analytics Engine Pro,Enterprise AI,West,1,8200,8494.28,2100,6394.28,832.96,CUST-681,New Startup,Low
TX-12813,2026-03-05,PROD-105,Strategic BI Advisory,Advisory,EMEA,1,12000,11662.28,4500,7162.28,1243.78,CUST-498,High-Value Enterprise,Medium
TX-12814,2026-03-05,PROD-106,Automated ETL Pipeline,Cloud Services,West,4,2900,11133.25,2800,8333.25,1321.15,CUST-911,At-Risk Midmarket,High
TX-12815,2026-03-05,PROD-103,Legacy Data Server V1,Hardware,South,1,3100,3120.66,2200,920.66,324.09,CUST-844,New Startup,Medium
TX-12816,2026-03-05,PROD-103,Legacy Data Server V1,Hardware,APAC,1,3100,3187.7,2200,987.7,400.18,CUST-230,Growth SMB,Medium
TX-12817,2026-03-06,PROD-104,Smart Edge Gateway,Hardware,EMEA,3,1800,5574.46,2850,2724.46,571.24,CUST-288,At-Risk Midmarket,High
TX-12818,2026-03-06,PROD-104,Smart Edge Gateway,Hardware,South,6,1800,10346.55,5700,4646.55,1267.65,CUST-360,Growth SMB,Low
TX-12819,2026-03-06,PROD-104,Smart Edge Gateway,Hardware,East,3,1800,5562.88,2850,2712.88,575.37,CUST-937,Growth SMB,Low
TX-12820,2026-03-06,PROD-102,AI Analytics Engine Pro,Enterprise AI,South,1,8200,7972.12,2100,5872.12,992.62,CUST-129,High-Value Enterprise,Low
TX-12821,2026-03-06,PROD-105,Strategic BI Advisory,Advisory,West,1,12000,11947.04,4500,7447.04,1355.57,CUST-371,High-Value Enterprise,Medium
TX-12822,2026-03-06,PROD-101,Stratos Enterprise Suite,Cloud Services,Central,3,4500,13435.78,3600,9835.78,1201.85,CUST-262,At-Risk Midmarket,High
TX-12823,2026-03-06,PROD-104,Smart Edge Gateway,Hardware,East,1,1800,1857.94,950,907.94,184.99,CUST-360,Growth SMB,Medium
TX-12824,2026-03-07,PROD-101,Stratos Enterprise Suite,Cloud Services,APAC,3,4500,13916.65,3600,10316.65,1237.48,CUST-541,High-Value Enterprise,Low
TX-12825,2026-03-07,PROD-106,Automated ETL Pipeline,Cloud Services,South,3,2900,9088.43,2100,6988.43,914.03,CUST-980,Growth SMB,Low
TX-12826,2026-03-07,PROD-101,Stratos Enterprise Suite,Cloud Services,South,1,4500,4619.77,1200,3419.77,535.59,CUST-393,High-Value Enterprise,Medium
TX-12827,2026-03-07,PROD-104,Smart Edge Gateway,Hardware,North,1,1800,1865.59,950,915.59,214.33,CUST-816,Growth SMB,Low
TX-12828,2026-03-07,PROD-105,Strategic BI Advisory,Advisory,South,1,12000,11886.1,4500,7386.1,1456.61,CUST-287,High-Value Enterprise,Medium
TX-12829,2026-03-08,PROD-104,Smart Edge Gateway,Hardware,North,1,1800,1816.26,950,866.26,177.39,CUST-316,At-Risk Midmarket,High
TX-12830,2026-03-08,PROD-102,AI Analytics Engine Pro,Enterprise AI,North,1,8200,8264.22,2100,6164.22,783.22,CUST-882,Growth SMB,Low
TX-12831,2026-03-08,PROD-103,Legacy Data Server V1,Hardware,Central,1,3100,3191.05,2200,991.05,266.93,CUST-687,Growth SMB,High
TX-12832,2026-03-08,PROD-103,Legacy Data Server V1,Hardware,East,1,3100,3064.55,2200,864.55,299.54,CUST-143,At-Risk Midmarket,High
TX-12833,2026-03-08,PROD-103,Legacy Data Server V1,Hardware,South,1,3100,3136.57,2200,936.57,379.46,CUST-927,At-Risk Midmarket,High
